
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ]
1.17461848e+00, -9.84335482e-01, 1.24020576e-02, -1.47346765e+03, 9.87324524e+01, -5.59944630e+00, 0.00000000e+00
1.22084022e+00, -9.23482835e-01, 1.24020576e-02, -1.53238306e+03, 9.17143097e+01, -4.88935900e+00, 0.00000000e+00
1.26485741e+00, -8.61256897e-01, 1.24020576e-02, -1.58339966e+03, 8.20918961e+01, -4.35404491e+00, 0.00000000e+00
1.30683792e+00, -7.97550619e-01, 1.24020576e-02, -1.62575464e+03, 7.05246811e+01, -4.18851089e+00, 0.00000000e+00
1.34537649e+00, -7.31628895e-01, 1.24020576e-02, -1.65971179e+03, 5.80764542e+01, -4.54517746e+00, 0.00000000e+00
1.37953353e+00, -6.63310051e-01, 1.24020576e-02, -1.68632458e+03, 4.59480858e+01, -5.45532036e+00, 0.00000000e+00
1.41047442e+00, -5.93643904e-01, 1.24020576e-02, -1.70769189e+03, 3.50408783e+01, -6.79217958e+00, 0.00000000e+00
1.43934822e+00, -5.23001134e-01, 1.24020576e-02, -1.72570056e+03, 2.55565872e+01, -8.34658337e+00, 0.00000000e+00
1.46481240e+00, -4.50914413e-01, 1.24020576e-02, -1.73942554e+03, 1.71193237e+01, -9.91862106e+00, 0.00000000e+00
1.48456025e+00, -3.76960635e-01, 1.24020576e-02, -1.74704163e+03, 9.34440804e+00, -1.13543053e+01, 0.00000000e+00
1.49964416e+00, -3.02182794e-01, 1.24020576e-02, -1.74845435e+03, 2.18684053e+00, -1.25518255e+01, 0.00000000e+00
1.51249826e+00, -2.27088958e-01, 1.24020576e-02, -1.74478662e+03, -4.17356062e+00, -1.34582567e+01, 0.00000000e+00
1.52197039e+00, -1.51494488e-01, 1.24020576e-02, -1.73645630e+03, -9.49040604e+00, -1.40439863e+01, 0.00000000e+00
1.52207303e+00, -7.52254799e-02, 1.24020576e-02, -1.72585303e+03, -1.34467573e+01, -1.43224506e+01, 0.00000000e+00
1.59971678e+00, -7.78187896e-05, 1.24020576e-02, -1.70708252e+03, -1.57715378e+01, -1.49186573e+01, 0.00000000e+00
1.60387719e+00, 7.99195245e-02, 1.24020576e-02, -1.67881885e+03, -1.66562881e+01, -1.48632412e+01, 0.00000000e+00
1.59780395e+00, 1.59693554e-01, 1.24020576e-02, -1.65375256e+03, -1.54037819e+01, -1.45508099e+01, 0.00000000e+00
1.58781302e+00, 2.39055589e-01, 1.24020576e-02, -1.63391406e+03, -1.17057076e+01, -1.40125933e+01, 0.00000000e+00
1.57424700e+00, 3.17878008e-01, 1.24020576e-02, -1.61857751e+03, -5.75878429e+00, -1.33617878e+01, 0.00000000e+00
1.55845141e+00, 3.96389484e-01, 1.24020576e-02, -1.60614722e+03, 2.40830922e+00, -1.26138573e+01, 0.00000000e+00
1.53775716e+00, 4.74048018e-01, 1.24020576e-02, -1.59606396e+03, 1.26522369e+01, -1.17763920e+01, 0.00000000e+00
1.51094317e+00, 5.49713254e-01, 1.24020576e-02, -1.58722437e+03, 2.46178818e+01, -1.08217278e+01, 0.00000000e+00
1.48052752e+00, 6.23842478e-01, 1.24020576e-02, -1.57522534e+03, 3.78091354e+01, -9.73622131e+00, 0.00000000e+00
1.44803929e+00, 6.96979582e-01, 1.24020576e-02, -1.55660974e+03, 5.15503197e+01, -8.49292850e+00, 0.00000000e+00
1.41218662e+00, 7.68714428e-01, 1.24020576e-02, -1.53187000e+03, 6.48908844e+01, -7.05586767e+00, 0.00000000e+00
1.37166810e+00, 8.37894440e-01, 1.24020576e-02, -1.50271484e+03, 7.67975540e+01, -5.43710279e+00, 0.00000000e+00
1.32751679e+00, 9.04727161e-01, 1.24020576e-02, -1.46863745e+03, 8.65115051e+01, -3.71847534e+00, 0.00000000e+00
1.28126240e+00, 9.70015287e-01, 1.24020576e-02, -1.42856470e+03, 9.36984253e+01, -2.01750231e+00, 0.00000000e+00
1.23276532e+00, 1.03391206e+00, 1.24020576e-02, -1.38362085e+03, 9.84281464e+01, -4.43932772e-01, 0.00000000e+00
1.18073595e+00, 1.09519291e+00, 1.24020576e-02, -1.33659570e+03, 1.01129379e+02, 9.35680926e-01, 0.00000000e+00
1.12471139e+00, 1.15300214e+00, 1.24020576e-02, -1.28926172e+03, 1.02438118e+02, 2.11753654e+00, 0.00000000e+00
1.06518292e+00, 1.20709908e+00, 1.24020576e-02, -1.24176672e+03, 1.02935043e+02, 3.14760470e+00, 0.00000000e+00
1.00296128e+00, 1.25793827e+00, 1.24020576e-02, -1.19447351e+03, 1.02976234e+02, 4.07197189e+00, 0.00000000e+00
9.37967658e-01, 1.30497110e+00, 1.24020576e-02, -1.14706140e+03, 1.02757462e+02, 4.91299915e+00, 0.00000000e+00
8.71440768e-01, 1.34942496e+00, 1.24020576e-02, -1.09757434e+03, 1.02401611e+02, 5.69099426e+00, 0.00000000e+00
8.03947926e-01, 1.39255285e+00, 1.24020576e-02, -1.04597412e+03, 1.01980141e+02, 6.42509031e+00, 0.00000000e+00
7.33346641e-01, 1.43078578e+00, 1.24020576e-02, -9.93784973e+02, 1.01527992e+02, 7.13323498e+00, 0.00000000e+00
6.60829008e-01, 1.46473479e+00, 1.24020576e-02, -9.40536499e+02, 1.01044670e+02, 7.82170391e+00, 0.00000000e+00
5.87294221e-01, 1.49661994e+00, 1.24020576e-02, -8.85177551e+02, 1.00529129e+02, 8.48629570e+00, 0.00000000e+00
5.11685848e-01, 1.52334440e+00, 1.24020576e-02, -8.28481506e+02, 9.99856796e+01, 9.13304329e+00, 0.00000000e+00
4.34891790e-01, 1.54581690e+00, 1.24020576e-02, -7.69963623e+02, 9.94081345e+01, 9.76144218e+00, 0.00000000e+00
3.57523113e-01, 1.56605971e+00, 1.24020576e-02, -7.08117737e+02, 9.87876358e+01, 1.03605471e+01, 0.00000000e+00
2.79431164e-01, 1.58402526e+00, 1.24020576e-02, -6.42796326e+02, 9.81230316e+01, 1.09286509e+01, 0.00000000e+00
2.00227976e-01, 1.59788120e+00, 1.24020576e-02, -5.75192749e+02, 9.74259491e+01, 1.14766941e+01, 0.00000000e+00
1.20069109e-01, 1.60494828e+00, 1.24020576e-02, -5.06475189e+02, 9.67047729e+01, 1.20151749e+01, 0.00000000e+00
3.98472548e-02, 1.60653186e+00, 1.24020576e-02, -4.35807312e+02, 9.59504089e+01, 1.25335999e+01, 0.00000000e+00
-4.01651450e-02, 1.60647118e+00, 1.24020576e-02, -3.61342621e+02, 9.51499557e+01, 1.30077181e+01, 0.00000000e+00
-1.20372951e-01, 1.60485661e+00, 1.24020576e-02, -2.83009125e+02, 9.43060837e+01, 1.34332457e+01, 0.00000000e+00
-2.00532526e-01, 1.59784484e+00, 1.24020576e-02, -2.02393143e+02, 9.34312057e+01, 1.38295918e+01, 0.00000000e+00
-2.79751033e-01, 1.58404756e+00, 1.24020576e-02, -1.20346390e+02, 9.25292816e+01, 1.42049103e+01, 0.00000000e+00
-3.57854545e-01, 1.56606102e+00, 1.24020576e-02, -3.61761093e+01, 9.15958481e+01, 1.45414562e+01, 0.00000000e+00
-4.35201198e-01, 1.54570985e+00, 1.24020576e-02, 5.08825493e+01, 9.06278381e+01, 1.48173580e+01, 0.00000000e+00
-5.11952996e-01, 1.52312660e+00, 1.24020576e-02, 1.40606522e+02, 8.96286926e+01, 1.50276709e+01, 0.00000000e+00
-5.87552667e-01, 1.49642801e+00, 1.24020576e-02, 2.32260239e+02, 8.86056442e+01, 1.51837921e+01, 0.00000000e+00
-6.61108315e-01, 1.46459627e+00, 1.24020576e-02, 3.25191833e+02, 8.75619278e+01, 1.52859135e+01, 0.00000000e+00
-7.33607709e-01, 1.43061483e+00, 1.24020576e-02, 4.19277008e+02, 8.65009613e+01, 1.53222618e+01, 0.00000000e+00
-8.04243803e-01, 1.39244843e+00, 1.24020576e-02, 5.14411255e+02, 8.54281311e+01, 1.52987623e+01, 0.00000000e+00
-8.71743202e-01, 1.34930313e+00, 1.24020576e-02, 6.09628418e+02, 8.43472900e+01, 1.52146807e+01, 0.00000000e+00
-9.38152313e-01, 1.30468261e+00, 1.24020576e-02, 7.04716736e+02, 8.32660446e+01, 1.50490961e+01, 0.00000000e+00
-1.00309932e+00, 1.25762713e+00, 1.24020576e-02, 7.99410522e+02, 8.21913834e+01, 1.47996130e+01, 0.00000000e+00
-1.06534541e+00, 1.20683789e+00, 1.24020576e-02, 8.93057007e+02, 8.11268005e+01, 1.44789114e+01, 0.00000000e+00
-1.12484443e+00, 1.15272439e+00, 1.24020576e-02, 9.85175232e+02, 8.00762482e+01, 1.40925446e+01, 0.00000000e+00
-1.18090653e+00, 1.09496570e+00, 1.24020576e-02, 1.07553394e+03, 7.90427246e+01, 1.36448460e+01, 0.00000000e+00
-1.23290455e+00, 1.03364873e+00, 1.24020576e-02, 1.16371436e+03, 7.80303116e+01, 1.31371918e+01, 0.00000000e+00
-1.28136134e+00, 9.69737172e-01, 1.24020576e-02, 1.24882251e+03, 7.70509949e+01, 1.25597210e+01, 0.00000000e+00
-1.32785630e+00, 9.04617250e-01, 1.24020576e-02, 1.32971460e+03, 7.61202393e+01, 1.19004841e+01, 0.00000000e+00
-1.37217057e+00, 8.37844789e-01, 1.24020576e-02, 1.40612012e+03, 7.52436829e+01, 1.11637173e+01, 0.00000000e+00
-1.41266668e+00, 7.68608928e-01, 1.24020576e-02, 1.47815991e+03, 7.44172821e+01, 1.03653851e+01, 0.00000000e+00
-1.44863391e+00, 6.96889699e-01, 1.24020576e-02, 1.54566211e+03, 7.36419220e+01, 9.51387119e+00, 0.00000000e+00
-1.48092186e+00, 6.23600662e-01, 1.24020576e-02, 1.60746130e+03, 7.29316406e+01, 8.60661888e+00, 0.00000000e+00
-1.51079535e+00, 5.49268663e-01, 1.24020576e-02, 1.66254993e+03, 7.23013840e+01, 7.64279366e+00, 0.00000000e+00
-1.53745508e+00, 4.73603427e-01, 1.24020576e-02, 1.71127295e+03, 7.17475739e+01, 6.63127184e+00, 0.00000000e+00
-1.55834270e+00, 3.96035671e-01, 1.24020576e-02, 1.75463477e+03, 7.12594910e+01, 5.58547020e+00, 0.00000000e+00
-1.57427716e+00, 3.17559928e-01, 1.24020576e-02, 1.79153723e+03, 7.08482895e+01, 4.51141644e+00, 0.00000000e+00
-1.58779430e+00, 2.38734007e-01, 1.24020576e-02, 1.82056335e+03, 7.05318451e+01, 3.40475798e+00, 0.00000000e+00
-1.59771359e+00, 1.59379184e-01, 1.24020576e-02, 1.84176355e+03, 7.03103333e+01, 2.27243090e+00, 0.00000000e+00
-1.60368514e+00, 7.96251446e-02, 1.24020576e-02, 1.85540942e+03, 7.01773453e+01, 1.12577224e+00, 0.00000000e+00
-1.60566807e+00, -3.30280804e-04, 1.24020576e-02, 1.86144092e+03, 7.01309814e+01, -2.87973434e-02, 0.00000000e+00
-1.60365713e+00, -8.02854076e-02, 1.24020576e-02, 1.85986926e+03, 7.01723938e+01, -1.18368292e+00, 0.00000000e+00
-1.59765399e+00, -1.60037935e-01, 1.24020576e-02, 1.85068396e+03, 7.03025131e+01, -2.33160591e+00, 0.00000000e+00
-1.58769131e+00, -2.39387259e-01, 1.24020576e-02, 1.83395117e+03, 7.05224228e+01, -3.46663284e+00, 0.00000000e+00
-1.57411206e+00, -3.18198323e-01, 1.24020576e-02, 1.80938928e+03, 7.08366547e+01, -4.57745934e+00, 0.00000000e+00
-1.55815399e+00, -3.96661043e-01, 1.24020576e-02, 1.77690955e+03, 7.12437363e+01, -5.65673208e+00, 0.00000000e+00
-1.53729880e+00, -4.74237233e-01, 1.24020576e-02, 1.73795068e+03, 7.17252731e+01, -6.70859623e+00, 0.00000000e+00
-1.51061070e+00, -5.49901247e-01, 1.24020576e-02, 1.69365930e+03, 7.22702789e+01, -7.72716522e+00, 0.00000000e+00
-1.48066509e+00, -6.24207973e-01, 1.24020576e-02, 1.64302368e+03, 7.28909760e+01, -8.69903469e+00, 0.00000000e+00
-1.44835818e+00, -6.97488129e-01, 1.24020576e-02, 1.58564014e+03, 7.35927277e+01, -9.61533737e+00, 0.00000000e+00
-1.41237998e+00, -7.69205570e-01, 1.24020576e-02, 1.52253040e+03, 7.43612289e+01, -1.04772558e+01, 0.00000000e+00
-1.37185109e+00, -8.38427901e-01, 1.24020576e-02, 1.45489221e+03, 7.51822891e+01, -1.12876949e+01, 0.00000000e+00
-1.32748866e+00, -9.05173779e-01, 1.24020576e-02, 1.38288342e+03, 7.60547791e+01, -1.20385141e+01, 0.00000000e+00
-1.28091764e+00, -9.70235705e-01, 1.24020576e-02, 1.30633313e+03, 7.69828262e+01, -1.27138023e+01, 0.00000000e+00
-1.23241270e+00, -1.03409314e+00, 1.24020576e-02, 1.22548755e+03, 7.79610443e+01, -1.33088646e+01, 0.00000000e+00
-1.18043256e+00, -1.09541059e+00, 1.24020576e-02, 1.14149780e+03, 7.89739075e+01, -1.38353958e+01, 0.00000000e+00
-1.12438667e+00, -1.15318286e+00, 1.24020576e-02, 1.05529382e+03, 8.00090103e+01, -1.43036709e+01, 0.00000000e+00
-1.06488621e+00, -1.20730042e+00, 1.24020576e-02, 9.67296204e+02, 8.10621338e+01, -1.47128735e+01, 0.00000000e+00
-1.00260234e+00, -1.25805831e+00, 1.24020576e-02, 8.77708313e+02, 8.21305466e+01, -1.50589943e+01, 0.00000000e+00
-9.37616289e-01, -1.30506611e+00, 1.24020576e-02, 7.86990967e+02, 8.32108231e+01, -1.53362532e+01, 0.00000000e+00
-8.71198297e-01, -1.34967637e+00, 1.24020576e-02, 6.95709717e+02, 8.43000336e+01, -1.55315399e+01, 0.00000000e+00
-8.03679466e-01, -1.39279354e+00, 1.24020576e-02, 6.04105713e+02, 8.53916702e+01, -1.56476784e+01, 0.00000000e+00
-7.33025789e-01, -1.43092799e+00, 1.24020576e-02, 5.12475525e+02, 8.64779892e+01, -1.57061405e+01, 0.00000000e+00
-6.60502434e-01, -1.46486342e+00, 1.24020576e-02, 4.21739380e+02, 8.75551910e+01, -1.57075520e+01, 0.00000000e+00
-5.86923540e-01, -1.49663508e+00, 1.24020576e-02, 3.31935059e+02, 8.86188660e+01, -1.56459627e+01, 0.00000000e+00
-5.11324942e-01, -1.52332950e+00, 1.24020576e-02, 2.43222427e+02, 8.96657867e+01, -1.55334053e+01, 0.00000000e+00
-4.34563398e-01, -1.54589009e+00, 1.24020576e-02, 1.56198532e+02, 9.06930161e+01, -1.53700428e+01, 0.00000000e+00
-3.57199550e-01, -1.56615531e+00, 1.24020576e-02, 7.14584579e+01, 9.16948318e+01, -1.51443672e+01, 0.00000000e+00
-2.79101580e-01, -1.58411193e+00, 1.24020576e-02, -1.08110247e+01, 9.26685104e+01, -1.48609324e+01, 0.00000000e+00
-1.99890167e-01, -1.59793115e+00, 1.24020576e-02, -9.12747269e+01, 9.36168671e+01, -1.45426493e+01, 0.00000000e+00
-1.19727373e-01, -1.60495114e+00, 1.24020576e-02, -1.70521103e+02, 9.45443115e+01, -1.42092581e+01, 0.00000000e+00
-3.95089909e-02, -1.60651994e+00, 1.24020576e-02, -2.47840546e+02, 9.54481888e+01, -1.38529358e+01, 0.00000000e+00
4.05034907e-02, -1.60648751e+00, 1.24020576e-02, -3.21961823e+02, 9.63189087e+01, -1.34528666e+01, 0.00000000e+00
1.20715536e-01, -1.60485852e+00, 1.24020576e-02, -3.93046417e+02, 9.71553955e+01, -1.30134382e+01, 0.00000000e+00
2.00871050e-01, -1.59779572e+00, 1.24020576e-02, -4.62695618e+02, 9.79700546e+01, -1.25621328e+01, 0.00000000e+00
2.80081183e-01, -1.58395994e+00, 1.24020576e-02, -5.31618652e+02, 9.87720108e+01, -1.21126127e+01, 0.00000000e+00
3.58178169e-01, -1.56596327e+00, 1.24020576e-02, -5.98956482e+02, 9.95560837e+01, -1.16548500e+01, 0.00000000e+00
4.35528904e-01, -1.54563320e+00, 1.24020576e-02, -6.63907166e+02, 1.00315247e+02, -1.11772280e+01, 0.00000000e+00
5.12312114e-01, -1.52313638e+00, 1.24020576e-02, -7.26774353e+02, 1.01053444e+02, -1.06830072e+01, 0.00000000e+00
5.87921560e-01, -1.49640942e+00, 1.24020576e-02, -7.88963135e+02, 1.01781578e+02, -1.01885433e+01, 0.00000000e+00
6.61435544e-01, -1.46447051e+00, 1.24020576e-02, -8.51009399e+02, 1.02508781e+02, -9.69941425e+00, 0.00000000e+00
7.33939588e-01, -1.43049443e+00, 1.24020576e-02, -9.12580872e+02, 1.03236359e+02, -9.21224117e+00, 0.00000000e+00
8.04525495e-01, -1.39222574e+00, 1.24020576e-02, -9.74838135e+02, 1.03969345e+02, -8.73869038e+00, 0.00000000e+00
8.71986449e-01, -1.34904861e+00, 1.24020576e-02, -1.03814856e+03, 1.04708557e+02, -8.27705956e+00, 0.00000000e+00
9.38501358e-01, -1.30458164e+00, 1.24020576e-02, -1.10243848e+03, 1.05417107e+02, -7.81988239e+00, 0.00000000e+00
1.00345480e+00, -1.25750053e+00, 1.24020576e-02, -1.16687622e+03, 1.06048767e+02, -7.36495018e+00, 0.00000000e+00
1.06563652e+00, -1.20662904e+00, 1.24020576e-02, -1.23428723e+03, 1.06449417e+02, -6.87686253e+00, 0.00000000e+00
1.12516057e+00, -1.15253472e+00, 1.24020576e-02, -1.30714526e+03, 1.06294754e+02, -6.34078026e+00, 0.00000000e+00
1.18119967e+00, -1.09473956e+00, 1.24020576e-02, -1.38191101e+03, 1.05121490e+02, -5.75771856e+00, 0.00000000e+00
1.23325086e+00, -1.03346419e+00, 1.24020576e-02, -1.45621216e+03, 1.02235367e+02, -5.11458445e+00, 0.00000000e+00
1.28170931e+00, -9.69520688e-01, 1.24020576e-02, -1.52760486e+03, 9.68859787e+01, -4.45085526e+00, 0.00000000e+00
1.32789111e+00, -9.04174984e-01, 1.24020576e-02, -1.59259753e+03, 8.87265167e+01, -3.89177227e+00, 0.00000000e+00
1.37199080e+00, -8.37312281e-01, 1.24020576e-02, -1.64897803e+03, 7.80513763e+01, -3.63541675e+00, 0.00000000e+00
1.41246879e+00, -7.68113792e-01, 1.24020576e-02, -1.69509631e+03, 6.57406464e+01, -3.87949467e+00, 0.00000000e+00
1.44830227e+00, -6.96375012e-01, 1.24020576e-02, -1.73090637e+03, 5.30754890e+01, -4.71213245e+00, 0.00000000e+00
1.48077321e+00, -6.23232484e-01, 1.24020576e-02, -1.75832190e+03, 4.12546120e+01, -6.04689455e+00, 0.00000000e+00
1.51113915e+00, -5.49088776e-01, 1.24020576e-02, -1.77939539e+03, 3.07872696e+01, -7.67674065e+00, 0.00000000e+00
1.53792536e+00, -4.73420233e-01, 1.24020576e-02, -1.79348706e+03, 2.14325790e+01, -9.38559151e+00, 0.00000000e+00
1.55862522e+00, -3.95763665e-01, 1.24020576e-02, -1.79841760e+03, 1.27872505e+01, -1.10023689e+01, 0.00000000e+00
1.57437801e+00, -3.17236930e-01, 1.24020576e-02, -1.79386951e+03, 4.77343798e+00, -1.24029989e+01, 0.00000000e+00
1.58784020e+00, -2.38397256e-01, 1.24020576e-02, -1.78098926e+03, -2.41396284e+00, -1.35131874e+01, 0.00000000e+00
1.59782314e+00, -1.59042045e-01, 1.24020576e-02, -1.76021619e+03, -8.48660660e+00, -1.42909555e+01, 0.00000000e+00
1.59770668e+00, -7.89577588e-02, 1.24020576e-02, -1.73450854e+03, -1.30609684e+01, -1.47484961e+01, 0.00000000e+00
1.67922235e+00, -8.92346143e-05, 1.24020576e-02, -1.69907471e+03, -1.56417255e+01, -1.51810102e+01, 0.00000000e+00
1.68383324e+00, 8.39006081e-02, 1.24020576e-02, -1.64799915e+03, -1.67588043e+01, -1.52407608e+01, 0.00000000e+00
1.67740440e+00, 1.67646244e-01, 1.24020576e-02, -1.60023755e+03, -1.54657698e+01, -1.50346260e+01, 0.00000000e+00
1.66690707e+00, 2.50959814e-01, 1.24020576e-02, -1.55941333e+03, -1.14006758e+01, -1.45799580e+01, 0.00000000e+00
1.65269780e+00, 3.33713412e-01, 1.24020576e-02, -1.52525940e+03, -4.81924152e+00, -1.39665976e+01, 0.00000000e+00
1.63620365e+00, 4.16160911e-01, 1.24020576e-02, -1.49689648e+03, 4.21049929e+00, -1.32116022e+01, 0.00000000e+00
1.61451530e+00, 4.97708887e-01, 1.24020576e-02, -1.47474500e+03, 1.54700909e+01, -1.23195133e+01, 0.00000000e+00
1.58631086e+00, 5.77134967e-01, 1.24020576e-02, -1.45815234e+03, 2.84652634e+01, -1.12618694e+01, 0.00000000e+00
1.55432105e+00, 6.54937625e-01, 1.24020576e-02, -1.44221094e+03, 4.25083771e+01, -1.00257034e+01, 0.00000000e+00
1.52022469e+00, 7.31723845e-01, 1.24020576e-02, -1.42283289e+03, 5.67127914e+01, -8.60238838e+00, 0.00000000e+00
1.48261273e+00, 8.07050109e-01, 1.24020576e-02, -1.40024438e+03, 6.99695663e+01, -6.99401188e+00, 0.00000000e+00
1.44005442e+00, 8.79668713e-01, 1.24020576e-02, -1.37561865e+03, 8.12268219e+01, -5.25798512e+00, 0.00000000e+00
1.39367151e+00, 9.49810743e-01, 1.24020576e-02, -1.34745959e+03, 8.98737717e+01, -3.50452995e+00, 0.00000000e+00
1.34513938e+00, 1.01836920e+00, 1.24020576e-02, -1.31380310e+03, 9.58352966e+01, -1.85082269e+00, 0.00000000e+00
1.29429662e+00, 1.08551121e+00, 1.24020576e-02, -1.27533215e+03, 9.94555054e+01, -3.81060570e-01, 0.00000000e+00
1.23971832e+00, 1.14989769e+00, 1.24020576e-02, -1.23472449e+03, 1.01348145e+02, 8.76231074e-01, 0.00000000e+00
1.18090105e+00, 1.21060514e+00, 1.24020576e-02, -1.19264722e+03, 1.02179047e+02, 1.95358944e+00, 0.00000000e+00
1.11837363e+00, 1.26738071e+00, 1.24020576e-02, -1.15017627e+03, 1.02414055e+02, 2.90667200e+00, 0.00000000e+00
1.05301046e+00, 1.32071805e+00, 1.24020576e-02, -1.10780457e+03, 1.02317703e+02, 3.76561403e+00, 0.00000000e+00
9.84725416e-01, 1.37003124e+00, 1.24020576e-02, -1.06407397e+03, 1.02057442e+02, 4.55412483e+00, 0.00000000e+00
9.14868772e-01, 1.41667557e+00, 1.24020576e-02, -1.01782410e+03, 1.01708626e+02, 5.29584122e+00, 0.00000000e+00
8.44041944e-01, 1.46200252e+00, 1.24020576e-02, -9.69022461e+02, 1.01309601e+02, 5.99920797e+00, 0.00000000e+00
7.69917667e-01, 1.50213969e+00, 1.24020576e-02, -9.19257080e+02, 1.00881516e+02, 6.67768288e+00, 0.00000000e+00
6.93773091e-01, 1.53775787e+00, 1.24020576e-02, -8.68169556e+02, 1.00420143e+02, 7.33611202e+00, 0.00000000e+00
6.16579592e-01, 1.57125092e+00, 1.24020576e-02, -8.14804993e+02, 9.99250641e+01, 7.97000408e+00, 0.00000000e+00
5.37190914e-01, 1.59927905e+00, 1.24020576e-02, -7.60000610e+02, 9.94013062e+01, 8.58536816e+00, 0.00000000e+00
4.56556529e-01, 1.62282109e+00, 1.24020576e-02, -7.03335266e+02, 9.88434753e+01, 9.18165112e+00, 0.00000000e+00
3.75344604e-01, 1.64410317e+00, 1.24020576e-02, -6.43381409e+02, 9.82434998e+01, 9.74783897e+00, 0.00000000e+00
2.93380708e-01, 1.66307282e+00, 1.24020576e-02, -5.80055969e+02, 9.76009827e+01, 1.02823391e+01, 0.00000000e+00
2.10231230e-01, 1.67769468e+00, 1.24020576e-02, -5.14582947e+02, 9.69277954e+01, 1.07964172e+01, 0.00000000e+00
1.26062572e-01, 1.68507802e+00, 1.24020576e-02, -4.48126465e+02, 9.62323303e+01, 1.13008270e+01, 0.00000000e+00
4.18320708e-02, 1.68663216e+00, 1.24020576e-02, -3.79894318e+02, 9.55060043e+01, 1.17852659e+01, 0.00000000e+00
-4.21656482e-02, 1.68656445e+00, 1.24020576e-02, -3.08132111e+02, 9.47366714e+01, 1.22257128e+01, 0.00000000e+00
-1.26380637e-01, 1.68497646e+00, 1.24020576e-02, -2.32791153e+02, 9.39272766e+01, 1.26182365e+01, 0.00000000e+00
-2.10550323e-01, 1.67765701e+00, 1.24020576e-02, -1.55415344e+02, 9.30898209e+01, 1.29826097e+01, 0.00000000e+00
-2.93717265e-01, 1.66310275e+00, 1.24020576e-02, -7.68335571e+01, 9.22281876e+01, 1.33273716e+01, 0.00000000e+00
-3.75694543e-01, 1.64411163e+00, 1.24020576e-02, 3.59800243e+00, 9.13383026e+01, 1.36353006e+01, 0.00000000e+00
-4.56881970e-01, 1.62270784e+00, 1.24020576e-02, 8.65952759e+01, 9.04174271e+01, 1.38850174e+01, 0.00000000e+00
-5.37469625e-01, 1.59904349e+00, 1.24020576e-02, 1.71945709e+02, 8.94689331e+01, 1.40719814e+01, 0.00000000e+00
-6.16849244e-01, 1.57104445e+00, 1.24020576e-02, 2.58957550e+02, 8.84996033e+01, 1.42078562e+01, 0.00000000e+00
-6.94065690e-01, 1.53761065e+00, 1.24020576e-02, 3.47004486e+02, 8.75125427e+01, 1.42933159e+01, 0.00000000e+00
-7.70191729e-01, 1.50195980e+00, 1.24020576e-02, 4.35960785e+02, 8.65110626e+01, 1.43172083e+01, 0.00000000e+00
-8.44354808e-01, 1.46189630e+00, 1.24020576e-02, 5.25755371e+02, 8.55000229e+01, 1.42855482e+01, 0.00000000e+00
-9.15187716e-01, 1.41654885e+00, 1.24020576e-02, 6.15479919e+02, 8.44830627e+01, 1.41979246e+01, 0.00000000e+00
-9.84914601e-01, 1.36972129e+00, 1.24020576e-02, 7.04907959e+02, 8.34674454e+01, 1.40341768e+01, 0.00000000e+00
-1.05314851e+00, 1.32038307e+00, 1.24020576e-02, 7.93808838e+02, 8.24596100e+01, 1.37921391e+01, 0.00000000e+00
-1.11853886e+00, 1.26710153e+00, 1.24020576e-02, 8.81601318e+02, 8.14625549e+01, 1.34844494e+01, 0.00000000e+00
-1.18103635e+00, 1.21031070e+00, 1.24020576e-02, 9.67854675e+02, 8.04796600e+01, 1.31167154e+01, 0.00000000e+00
-1.23989654e+00, 1.14965999e+00, 1.24020576e-02, 1.05238171e+03, 7.95134888e+01, 1.26932087e+01, 0.00000000e+00
-1.29444265e+00, 1.08523560e+00, 1.24020576e-02, 1.13481738e+03, 7.85676804e+01, 1.22153101e+01, 0.00000000e+00
-1.34524250e+00, 1.01807725e+00, 1.24020576e-02, 1.21430872e+03, 7.76536484e+01, 1.16734972e+01, 0.00000000e+00
-1.39403605e+00, 9.49701428e-01, 1.24020576e-02, 1.28975146e+03, 7.67861328e+01, 1.10560923e+01, 0.00000000e+00
-1.44059741e+00, 8.79626155e-01, 1.24020576e-02, 1.36091675e+03, 7.59701767e+01, 1.03670340e+01, 0.00000000e+00
-1.48313320e+00, 8.06948006e-01, 1.24020576e-02, 1.42798181e+03, 7.52012711e+01, 9.62168503e+00, 0.00000000e+00
-1.52086973e+00, 7.31638908e-01, 1.24020576e-02, 1.49081604e+03, 7.44797745e+01, 8.82803917e+00, 0.00000000e+00
-1.55474234e+00, 6.54685616e-01, 1.24020576e-02, 1.54830701e+03, 7.38187485e+01, 7.98339510e+00, 0.00000000e+00
-1.58613765e+00, 5.76661229e-01, 1.24020576e-02, 1.59949146e+03, 7.32323074e+01, 7.08678389e+00, 0.00000000e+00
-1.61417556e+00, 4.97235775e-01, 1.24020576e-02, 1.64473999e+03, 7.27169037e+01, 6.14658976e+00, 0.00000000e+00
-1.63607657e+00, 4.15787429e-01, 1.24020576e-02, 1.68506787e+03, 7.22623749e+01, 5.17549324e+00, 0.00000000e+00
-1.65272474e+00, 3.33379775e-01, 1.24020576e-02, 1.71943335e+03, 7.18798523e+01, 4.17912960e+00, 0.00000000e+00
